,Latinsk_navn,Norsk_navn,Total,Input,Unnamed: 4,taxonID,scientificNameID,scientificName,scientificNameAuthorship,taxonRank,acceptedNameUsageID,acceptedNameUsage,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,higherClassification,vernacularName (nb),vernacularName (nn),dynamicProperty,gbif_taxon_id
66,Anthoceros agrestis,svartnål,1,Anthoceros agrestis,,63939,103979,Anthoceros agrestis,Paton,species,,,Plantae,Anthocerotophyta,Anthocerotopsida,Anthocerotales,Anthocerotaceae,Anthoceros,,,,Plantae Anthocerotophyta Anthocerotopsida Anthocerotales Anthocerotaceae Anthoceros,svartnål,svartnål,,2689592
67,Anthoxanthum nipponicum,fjellgulaks,15,Anthoxanthum nipponicum,,130454,99896,Anthoxanthum nipponicum,Honda,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Anthoxanthum,,,,Plantae Magnoliophyta Monocots Poales Poaceae Anthoxanthum,fjellgulaks,fjellgulaks,,4133640
68,Anthoxanthum odoratum,gulaks,34,Anthoxanthum odoratum,,145636,99897,Anthoxanthum odoratum,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Anthoxanthum,,,,Plantae Magnoliophyta Monocots Poales Poaceae Anthoxanthum,gulaks,gulaks,,2705975
69,Anthriscus sylvestris,hundekjeks,14,Anthriscus sylvestris,,145514,100272,Anthriscus sylvestris,(L.) Hoffm.,species,,,Plantae,Magnoliophyta,Eudicots,Apiales,Apiaceae,Anthriscus,,,,Plantae Magnoliophyta Eudicots Apiales Apiaceae Anthriscus,hundekjeks,hundekjeks,,5371742
70,Anthyllis vulneraria,rundbelg,14,Anthyllis vulneraria,,61851,101891,Anthyllis vulneraria,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Anthyllis,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Anthyllis,rundbelg,rundskolm,,5352367
71,Antitrichia curtipendula,ryemose,1,Antitrichia curtipendula,,64674,104714,Antitrichia curtipendula,(Hedw.) Brid.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Leucodontaceae,Antitrichia,,,,Plantae Bryophyta Bryopsida Hypnales Leucodontaceae Antitrichia,ryemose,ryemose,,2678391
72,Aplodon wormskioldii,kadavermose,1,Aplodon wormskioldii,,65008,105048,Aplodon wormskioldii,(Hornem.) R.Br.,species,,,Plantae,Bryophyta,Bryopsida,Splachnales,Splachnaceae,Aplodon,,,,Plantae Bryophyta Bryopsida Splachnales Splachnaceae Aplodon,kadavermose,kadavermose,,5281515
73,Apometzgeria pubescens,skjerfmose,3,Apometzgeria pubescens,,65451,105491,Apometzgeria pubescens,(Schrank) Kuwah.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Metzgeriaceae,Apometzgeria,,,,Plantae Marchantiophyta Jungermanniopsida Metzgeriales Metzgeriaceae Apometzgeria,skjerfmose,skjerfmose,,2689514
74,Arabidopsis petraea,aurskrinneblom,2,Arabidopsis petraea,,160539,101079,Arabidopsis petraea,(L.) Dorof.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Arabidopsis,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Arabidopsis,aurskrinneblom,aurskrinneblom,,
75,Arabidopsis thaliana,vårskrinneblom,5,Arabidopsis thaliana,,130542,101081,Arabidopsis thaliana,(L.) Heynh.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Arabidopsis,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Arabidopsis,vårskrinneblom,vårskrinneblom,,3052436
76,Arabis alpina,fjellskrinneblom,7,Arabis alpina,,61043,101083,Arabis alpina,L.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Arabis,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Arabis,fjellskrinneblom,fjellskrinneblom,,5375020
77,Arabis hirsuta,bergskrinneblom,8,Arabis hirsuta,,130549,101088,Arabis hirsuta,(L.) Scop.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Arabis,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Arabis,bergskrinneblom,bergskrinneblom,,5374858
78,Arctoparmelia centrifuga,stor gulkrinslav,3,Arctoparmelia centrifuga,,47450,71477,Arctoparmelia centrifuga,(L.) Hale,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Arctoparmelia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Arctoparmelia,stor gulkrinslav,,,2605301
79,Arctoparmelia incurva,liten gulkrinslav,2,Arctoparmelia incurva,,47451,71478,Arctoparmelia incurva,(Pers.) Hale,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Arctoparmelia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Arctoparmelia,liten gulkrinslav,,,2605297
80,Arctophila fulva,hengegras,2,Arctophila fulva,,130589,99903,Arctophila fulva,(Trin.) Andersson,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Arctophila,,,,Plantae Magnoliophyta Monocots Poales Poaceae Arctophila,hengegras,hengjegras,,5290140
81,Arctostaphylos uva-ursi,melbær,14,Arctostaphylos uva-ursi,,144370,101771,Arctostaphylos uva-ursi,(L.) Spreng.,species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Ericaceae,Arctostaphylos,,,,Plantae Magnoliophyta Eudicots Ericales Ericaceae Arctostaphylos,melbær,mjølbær,,2882580
82,Arctous alpina,rypebær,5,Arctous alpina,,144372,154588,Arctous alpina,(L.) Nied.,species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Ericaceae,Arctous,,,,Plantae Magnoliophyta Eudicots Ericales Ericaceae Arctous,rypebær,rypebær,,2882527
83,Arenaria humifusa,dvergarve,2,Arenaria humifusa,,130613,101446,Arenaria humifusa,Wahlenb.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Arenaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Arenaria,dvergarve,dvergarve,,5384481
84,Arenaria norvegica,skredarve,1,Arenaria norvegica,,130620,101448,Arenaria norvegica,Gunnerus,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Arenaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Arenaria,skredarve,skredarve,,5585088
85,Arenaria pseudofrigida,kalkarve,1,Arenaria pseudofrigida,,130624,101449,Arenaria pseudofrigida,(Ostenf. & O.C.Dahl) Schischk. & Knorring,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Arenaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Arenaria,kalkarve,kalkarve,,5384492
86,Arenaria serpyllifolia,sandarve,7,Arenaria serpyllifolia,,61410,101450,Arenaria serpyllifolia,L.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Arenaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Arenaria,sandarve,sandarve,,5384468
87,Armeria maritima,fjærekoll,10,Armeria maritima,,130638,101631,Armeria maritima,(Mill.) Willd.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Plumbaginaceae,Armeria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Plumbaginaceae Armeria,fjærekoll,fjørekoll,,3082289
88,Arnica montana,solblom,1,Arnica montana,,60390,100430,Arnica montana,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Arnica,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Arnica,solblom,solblom,,5405976
89,Arrhenatherum elatius,hestehavre,1,Arrhenatherum elatius,,130681,99907,Arrhenatherum elatius,(L.) P.Beauv. ex J.Presl & C.Presl,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Arrhenatherum,,,,Plantae Magnoliophyta Monocots Poales Poaceae Arrhenatherum,hestehavre,hestehavre,,2704505
90,Artemisia campestris,markmalurt,3,Artemisia campestris,,60397,100437,Artemisia campestris,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Artemisia,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Artemisia,markmalurt,markmalurt,,3121461
91,Artemisia norvegica,norsk malurt,1,Artemisia norvegica,,60400,100440,Artemisia norvegica,Fr.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Artemisia,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Artemisia,norsk malurt,norsk malurt,,3121563
92,Artemisia vulgaris,burot,12,Artemisia vulgaris,,60403,100443,Artemisia vulgaris,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Artemisia,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Artemisia,burot,burot,,3120946
93,Asparagus officinalis,asparges,2,Asparagus officinalis,,59392,99432,Asparagus officinalis,L.,species,,,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Asparagus,,,,Plantae Magnoliophyta Monocots Asparagales Asparagaceae Asparagus,asparges,asparges,,2768885
94,Asplenium ruta-muraria,murburkne,1,Asplenium ruta-muraria,,63839,103879,Asplenium ruta-muraria,L.,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Aspleniaceae Asplenium,murburkne,murburkne,,2650625
95,Asplenium septentrionale,olavsskjegg,1,Asplenium septentrionale,,130750,103881,Asplenium septentrionale,(L.) Hoffm.,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Aspleniaceae Asplenium,olavsskjegg,olavsskjegg,,2650720
96,Asplenium trichomanes,svartburkne,1,Asplenium trichomanes,,63842,103882,Asplenium trichomanes,L.,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Aspleniaceae Asplenium,svartburkne,svartburkne,,2650662
97,Asterella gracilis,småslørmose,1,Asterella gracilis,,65442,105482,Asterella gracilis,(F.Weber) Underw.,species,,,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Aytoniaceae,Asterella,,,,Plantae Marchantiophyta Marchantiopsida Marchantiales Aytoniaceae Asterella,småslørmose,småslørmose,,5286285
98,Asterella lindenbergiana,storslørmose,3,Asterella lindenbergiana,,65443,105483,Asterella lindenbergiana,(Corda ex Nees) Arnell,species,,,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Aytoniaceae,Asterella,,,,Plantae Marchantiophyta Marchantiopsida Marchantiales Aytoniaceae Asterella,storslørmose,storslørmose,,5710096
99,Astragalus alpinus,setermjelt,19,Astragalus alpinus,,144385,101898,Astragalus alpinus,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Astragalus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Astragalus,setermjelt,setermjelt,,5345014
100,Astragalus frigidus,gulmjelt,4,Astragalus frigidus,,130782,101902,Astragalus frigidus,(L.) A.Gray,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Astragalus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Astragalus,gulmjelt,gulmjelt,,5343710
101,Astragalus glycyphyllos,lakrismjelt,3,Astragalus glycyphyllos,,130786,101903,Astragalus glycyphyllos,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Astragalus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Astragalus,lakrismjelt,lakrismjelt,,5346998
102,Astragalus norvegicus,blåmjelt,5,Astragalus norvegicus,,130790,101904,Astragalus norvegicus,Grauer,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Astragalus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Astragalus,blåmjelt,blåmjelt,,5344527
103,Athalamia hyalina,navlemose,1,Athalamia hyalina,,65448,105488,Athalamia hyalina,(Sommerf.) S.Hatt.,species,,,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Cleveaceae,Athalamia,,,,Plantae Marchantiophyta Marchantiopsida Marchantiales Cleveaceae Athalamia,navlemose,navlemose,,2688624
104,Athallia scopularis,,2,Athallia scopularis,,104529,144964,Athallia scopularis,,species,,,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Athallia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Teloschistales Teloschistaceae Athallia,,,,
105,Athyrium distentifolium,fjellburkne,9,Athyrium distentifolium,,130805,103924,Athyrium distentifolium,Tausch ex Opiz,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Athyriaceae,Athyrium,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Athyriaceae Athyrium,fjellburkne,fjellburkne,,5275045
106,Athyrium filix-femina,skogburkne,9,Athyrium filix-femina,,130811,103925,Athyrium filix-femina,(L.) Roth,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Athyriaceae,Athyrium,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Athyriaceae Athyrium,skogburkne,skogburkne,,5275044
107,Atocion rupestre,småsmelle,5,Atocion rupestre,,130822,101455,Atocion rupestre,(L.) Oxelman,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Atocion,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Atocion,småsmelle,småsmelle,,
108,Atrichum undulatum,stortaggmose,3,Atrichum undulatum,,64806,104846,Atrichum undulatum,(Hedw.) P.Beauv.,species,,,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Atrichum,,,,Plantae Bryophyta Polytrichopsida Polytrichales Polytrichaceae Atrichum,stortaggmose,stortaggmose,,2673299
109,Atriplex glabriuscula,bruskmelde,1,Atriplex glabriuscula,,130825,101360,Atriplex glabriuscula,Edmondston,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Amaranthaceae,Atriplex,,,,Plantae Magnoliophyta Eudicots Caryophyllales Amaranthaceae Atriplex,bruskmelde,bruskmelde,,3083660
110,Atriplex lapponica,kolamelde,1,Atriplex lapponica,,130839,101365,Atriplex lapponica,Pojark.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Amaranthaceae,Atriplex,,,,Plantae Magnoliophyta Eudicots Caryophyllales Amaranthaceae Atriplex,kolamelde,kolamelde,,3758161
111,Atriplex littoralis,strandmelde,3,Atriplex littoralis,,130842,101366,Atriplex littoralis,L.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Amaranthaceae,Atriplex,,,,Plantae Magnoliophyta Eudicots Caryophyllales Amaranthaceae Atriplex,strandmelde,strandmelde,,3083696
112,Atriplex longipes,skaftmelde,1,Atriplex longipes,,130843,101367,Atriplex longipes,Drejer,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Amaranthaceae,Atriplex,,,,Plantae Magnoliophyta Eudicots Caryophyllales Amaranthaceae Atriplex,skaftmelde,skaftmelde,,3757720
113,Atriplex prostrata,fjæremelde,4,Atriplex prostrata,,130852,101371,Atriplex prostrata,Bouch. ex DC.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Amaranthaceae,Atriplex,,,,Plantae Magnoliophyta Eudicots Caryophyllales Amaranthaceae Atriplex,fjæremelde,fjøremelde,,3083786
114,Aulacomnium palustre,myrfiltmose,6,Aulacomnium palustre,,63962,104002,Aulacomnium palustre,(Hedw.) Schwägr.,species,,,Plantae,Bryophyta,Bryopsida,Rhizogoniales,Aulacomniaceae,Aulacomnium,,,,Plantae Bryophyta Bryopsida Rhizogoniales Aulacomniaceae Aulacomnium,myrfiltmose,myrfiltmose,,2675979
115,Aulacomnium turgidum,fjellfiltmose,5,Aulacomnium turgidum,,63963,104003,Aulacomnium turgidum,(Wahlenb.) Schwägr.,species,,,Plantae,Bryophyta,Bryopsida,Rhizogoniales,Aulacomniaceae,Aulacomnium,,,,Plantae Bryophyta Bryopsida Rhizogoniales Aulacomniaceae Aulacomnium,fjellfiltmose,fjellfiltmose,,2675975
116,Avena sativa,havre,1,Avena sativa,,145691,99914,Avena sativa,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Avena,,,,Plantae Magnoliophyta Monocots Poales Poaceae Avena,havre,havre,,2705290
117,Avenella flexuosa,smyle,55,Avenella flexuosa,,130879,99919,Avenella flexuosa,(L.) Drejer,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Avenella,,,,Plantae Magnoliophyta Monocots Poales Poaceae Avenella,smyle,smyle,,
118,Barbarea stricta,stakekarse,3,Barbarea stricta,,130912,101101,Barbarea stricta,Andrz. ex Besser,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Barbarea,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Barbarea,stakekarse,stakekarse,,5374614
119,Barbarea vulgaris,vinterkarse,4,Barbarea vulgaris,,130915,101103,Barbarea vulgaris,R.Br.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Barbarea,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Barbarea,vinterkarse,vinterkarse,,5708780
120,Barbilophozia attenuata,piskskjeggmose,1,Barbilophozia attenuata,,65235,105275,Barbilophozia attenuata,(Mart.) Loeske,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Barbilophozia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Anastrophyllaceae Barbilophozia,piskskjeggmose,piskskjeggmose,,
121,Barbilophozia floerkei,lyngskjeggmose,13,Barbilophozia floerkei,,65238,105278,Barbilophozia floerkei,(F.Weber et D.Mohr) Loeske,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Barbilophozia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Anastrophyllaceae Barbilophozia,lyngskjeggmose,lyngskjeggmose,,
122,Barbilophozia lycopodioides,gåsefotskjeggmose,22,Barbilophozia lycopodioides,,65241,105281,Barbilophozia lycopodioides,(Wallr.) Loeske,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Barbilophozia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Anastrophyllaceae Barbilophozia,gåsefotskjeggmose,gåsefotskjeggmose,,2689429
123,Bartsia alpina,svarttopp,26,Bartsia alpina,,138902,102419,Bartsia alpina,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Orobanchaceae,Bartsia,,,,Plantae Magnoliophyta Eudicots Lamiales Orobanchaceae Bartsia,svarttopp,svarttopp,,3170807
124,Bazzania trilobata,storstylte,1,Bazzania trilobata,,65212,105252,Bazzania trilobata,(L.) Gray,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lepidoziaceae,Bazzania,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Lepidoziaceae Bazzania,storstylte,storstylte,,2689063
125,Berberis vulgaris,berberis,3,Berberis vulgaris,,62956,102996,Berberis vulgaris,L.,species,,,Plantae,Magnoliophyta,Eudicots,Ranunculales,Berberidaceae,Berberis,,,,Plantae Magnoliophyta Eudicots Ranunculales Berberidaceae Berberis,berberis,berberis,,3033894
126,Betula nana ssp. nana,dvergbjørk,19,Betula nana nana,,138934,102137,Betula nana nana,,subspecies,,,Plantae,Magnoliophyta,Eudicots,Fagales,Betulaceae,Betula,,,,Plantae Magnoliophyta Eudicots Fagales Betulaceae Betula Betula nana,dvergbjørk,dvergbjørk,,
127,Betula pendula,hengebjørk,1,Betula pendula,,144015,102139,Betula pendula,Roth,species,,,Plantae,Magnoliophyta,Eudicots,Fagales,Betulaceae,Betula,,,,Plantae Magnoliophyta Eudicots Fagales Betulaceae Betula,hengebjørk,hengjebjørk,,5331916
128,Betula pubescens,bjørk,23,Betula pubescens,,144032,102142,Betula pubescens,Ehrh.,species,,,Plantae,Magnoliophyta,Eudicots,Fagales,Betulaceae,Betula,,,,Plantae Magnoliophyta Eudicots Fagales Betulaceae Betula,bjørk,bjørk,,
129,Betula spp.,bjørkearter,2,Betula,,62095,102135,Betula,L.,genus,,,Plantae,Magnoliophyta,Eudicots,Fagales,Betulaceae,,,,,Plantae Magnoliophyta Eudicots Fagales Betulaceae,bjørkeslekta,bjørkeslekta,,2875008
130,Bidens cernua,nikkebrønsle,1,Bidens cernua,,130932,100452,Bidens cernua,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Bidens,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Bidens,nikkebrønsle,nikkebrønsle,,5391710
131,Bidens tripartita,flikbrønsle,2,Bidens tripartita,,130938,100458,Bidens tripartita,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Bidens,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Bidens,flikbrønsle,flikbrønsle,,5391862
132,Bistorta vivipara,harerug,43,Bistorta vivipara,,130957,102902,Bistorta vivipara,(L.) Delarbre,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Polygonaceae,Bistorta,,,,Plantae Magnoliophyta Eudicots Caryophyllales Polygonaceae Bistorta,harerug,harerug,,2889299
133,Blasia pusilla,flekkmose,1,Blasia pusilla,,65446,105486,Blasia pusilla,L.,species,,,Plantae,Marchantiophyta,Marchantiopsida,Blasiales,Blasiaceae,Blasia,,,,Plantae Marchantiophyta Marchantiopsida Blasiales Blasiaceae Blasia,flekkmose,flekkmose,,2688661
134,Blechnum spicant,bjørnekam,4,Blechnum spicant,,130959,103888,Blechnum spicant,(L.) Roth,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Blechnaceae,Blechnum,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Blechnaceae Blechnum,bjørnekam,bjørnekam,,2651533
135,Blepharostoma trichophyllum,piggtrådmose,4,Blepharostoma trichophyllum,,65329,105369,Blepharostoma trichophyllum,(L.) Dumort.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Pseudolepicoleaceae,Blepharostoma,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Pseudolepicoleaceae Blepharostoma,piggtrådmose,piggtrådmose,,5286361
136,Blindia acuta,rødmesigmose,5,Blindia acuta,,64398,104438,Blindia acuta,(Hedw.) Bruch & Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Grimmiales,Seligeriaceae,Blindia,,,,Plantae Bryophyta Bryopsida Grimmiales Seligeriaceae Blindia,rødmesigmose,rødmesigmose,,2670176
137,Blysmopsis rufa,rustsivaks,2,Blysmopsis rufa,,130962,99599,Blysmopsis rufa,(Huds.) Oteng-Yeboah,species,,,Plantae,Magnoliophyta,Monocots,Poales,Cyperaceae,Blysmopsis,,,,Plantae Magnoliophyta Monocots Poales Cyperaceae Blysmopsis,rustsivaks,rustsivaks,,2710648
138,Bolboschoenus maritimus,havsivaks,2,Bolboschoenus maritimus,,130987,99603,Bolboschoenus maritimus,(L.) Palla,species,,,Plantae,Magnoliophyta,Monocots,Poales,Cyperaceae,Bolboschoenus,,,,Plantae Magnoliophyta Monocots Poales Cyperaceae Bolboschoenus,havsivaks,havsivaks,,2718307
139,Botrychium boreale,fjellmarinøkkel,2,Botrychium boreale,,130992,103968,Botrychium boreale,J.Milde,species,,,Plantae,Psilophyta,Psilotopsida,Ophioglossales,Ophioglossaceae,Botrychium,,,,Plantae Psilophyta Psilotopsida Ophioglossales Ophioglossaceae Botrychium,fjellmarinøkkel,fjellmarinøkkel,,2650163
140,Botrychium lunaria,marinøkkel,4,Botrychium lunaria,,130995,103970,Botrychium lunaria,(L.) Sw.,species,,,Plantae,Psilophyta,Psilotopsida,Ophioglossales,Ophioglossaceae,Botrychium,,,,Plantae Psilophyta Psilotopsida Ophioglossales Ophioglossaceae Botrychium,marinøkkel,marinøkkel,,2650165
141,Brachythecium albicans,bleiklundmose,2,Brachythecium albicans,,64501,104541,Brachythecium albicans,(Hedw.) Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,,,,Plantae Bryophyta Bryopsida Hypnales Brachytheciaceae Brachythecium,bleiklundmose,bleiklundmose,,2679866
142,Brachythecium rivulare,sumplundmose,3,Brachythecium rivulare,,64509,104549,Brachythecium rivulare,Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,,,,Plantae Bryophyta Bryopsida Hypnales Brachytheciaceae Brachythecium,sumplundmose,sumplundmose,,2679967
143,Brachythecium rutabulum,storlundmose,4,Brachythecium rutabulum,,64510,104550,Brachythecium rutabulum,(Hedw.) Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,,,,Plantae Bryophyta Bryopsida Hypnales Brachytheciaceae Brachythecium,storlundmose,storlundmose,,2679898
