,Unnamed: 0,Latinsk_navn,Norsk_navn,Total,Input,Unnamed: 4,taxonID,scientificNameID,scientificName,scientificNameAuthorship,taxonRank,acceptedNameUsageID,acceptedNameUsage,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,higherClassification,vernacularName (nb),vernacularName (nn),dynamicProperty,gbif_taxon_id
615,615,Lecidea silacea,,1,Lecidea silacea,,46847,70874,Lecidea silacea,Ach.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecideaceae,Lecidea,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecideaceae Lecidea,,,,2603384.0
616,616,Leiocolea bantriensis,kildeflik,2,Leiocolea bantriensis,,65254,105294,Leiocolea bantriensis,(Hook.) Jørg.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Leiocolea,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Lophoziaceae Leiocolea,kildeflik,kjeldeflik,,2689405.0
617,617,Lejeunea cavifolia,glansperlemose,1,Lejeunea cavifolia,,65202,105242,Lejeunea cavifolia,(Ehrh.) Lindb.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Lejeunea,,,,Plantae Marchantiophyta Jungermanniopsida Porellales Lejeuneaceae Lejeunea,glansperlemose,glansperlemose,,4276755.0
618,618,Lepidotheca suaveolens,tunbalderbrå,7,Lepidotheca suaveolens,,134111,100727,Lepidotheca suaveolens,(Pursh) Nutt.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Lepidotheca,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Lepidotheca,tunbalderbrå,tunbalderbrå,,3103791.0
619,619,Lepraria membranacea,rosettmellav,1,Lepraria membranacea,,52746,76773,Lepraria membranacea,(Dicks.) Vain.,species,,,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae sedis,Lepraria,,,,Fungi Ascomycota Pezizomycotina Dothideomycetes Pleosporales Incertae sedis Lepraria,rosettmellav,,,3392685.0
620,620,Lepraria spp.,,1,Lepraria,,52722,76749,Lepraria,,genus,,,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae sedis,,,,,Fungi Ascomycota Pezizomycotina Dothideomycetes Pleosporales Incertae sedis,,,,2538435.0
621,621,Leproplaca chrysodeta,,1,Leproplaca chrysodeta,,161938,97728,Leproplaca chrysodeta,(Räsänen) J.R. Laundon,species,,,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Leproplaca,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Teloschistales Teloschistaceae Leproplaca,,,,2610068.0
622,622,Leproplaca cirrochroa,,1,Leproplaca cirrochroa,,104658,145066,Leproplaca cirrochroa,,species,,,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Leproplaca,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Teloschistales Teloschistaceae Leproplaca,,,,7380493.0
623,623,Leptogium cyanescens,blyhinnelav,1,Leptogium cyanescens,,54037,78064,Leptogium cyanescens,(Rabenh.) Körber,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Leptogium,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Collemataceae Leptogium,blyhinnelav,,,2601012.0
624,624,Leucanthemum vulgare,prestekrage,5,Leucanthemum vulgare,,134124,100731,Leucanthemum vulgare,Lam.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Leucanthemum,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Leucanthemum,prestekrage,prestekrage,,5400982.0
625,625,Leucobryum glaucum,blåmose,3,Leucobryum glaucum,,64212,104252,Leucobryum glaucum,(Hedw.) Ångstr.,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Leucobryum,,,,Plantae Bryophyta Bryopsida Dicranales Leucobryaceae Leucobryum,blåmose,blåmose,,2675719.0
626,626,Leymus arenarius,strandrug,4,Leymus arenarius,,134129,100088,Leymus arenarius,(L.) Hochst.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Leymus,,,,Plantae Magnoliophyta Monocots Poales Poaceae Leymus,strandrug,strandrug,,2706368.0
627,627,Lichina confinis,dvergtanglav,2,Lichina confinis,,51537,75564,Lichina confinis,(O.F. Müll.) Agardh,species,,,Fungi,Ascomycota,Lichinomycetes,Lichinales,Lichinaceae,Lichina,,,,Fungi Ascomycota Pezizomycotina Lichinomycetes Lichinales Lichinaceae Lichina,dvergtanglav,,,2587057.0
628,628,Lichina pygmaea,havtanglav,2,Lichina pygmaea,,51538,75565,Lichina pygmaea,(Lightf.) Agardh,species,,,Fungi,Ascomycota,Lichinomycetes,Lichinales,Lichinaceae,Lichina,,,,Fungi Ascomycota Pezizomycotina Lichinomycetes Lichinales Lichinaceae Lichina,havtanglav,,,2587059.0
629,629,Ligusticum scothicum,strandkjeks,3,Ligusticum scothicum,,134153,100339,Ligusticum scothicum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Apiales,Apiaceae,Ligusticum,,,,Plantae Magnoliophyta Eudicots Apiales Apiaceae Ligusticum,strandkjeks,strandkjeks,,3034798.0
630,630,Limonium humile,strandrisp,2,Limonium humile,,134166,101637,Limonium humile,Mill.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Plumbaginaceae,Limonium,,,,Plantae Magnoliophyta Eudicots Caryophyllales Plumbaginaceae Limonium,strandrisp,strandrisp,,4088825.0
631,631,Limosella aquatica,evjebrodd,1,Limosella aquatica,,62541,102581,Limosella aquatica,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Scrophulariaceae,Limosella,,,,Plantae Magnoliophyta Eudicots Lamiales Scrophulariaceae Limosella,evjebrodd,evjebrodd,,3172211.0
632,632,Linaria vulgaris,lintorskemunn,15,Linaria vulgaris,,144836,102521,Linaria vulgaris,Mill.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Plantaginaceae,Linaria,,,,Plantae Magnoliophyta Eudicots Lamiales Plantaginaceae Linaria,lintorskemunn,lintorskemunn,,5415020.0
633,633,Linnaea borealis,linnea,4,Linnaea borealis,,61703,101743,Linnaea borealis,L.,species,,,Plantae,Magnoliophyta,Eudicots,Dipsacales,Caprifoliaceae,Linnaea,,,,Plantae Magnoliophyta Eudicots Dipsacales Caprifoliaceae Linnaea,linnea,linnea,,5334220.0
634,634,Linum catharticum,vill-lin,9,Linum catharticum,,62745,102785,Linum catharticum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Malpighiales,Linaceae,Linum,,,,Plantae Magnoliophyta Eudicots Malpighiales Linaceae Linum,vill-lin,vill-lin,,2873865.0
635,635,Listera ovata,stortveblad,2,Listera ovata,,134189,99529,Listera ovata,(L.) R.Br.,species,,,Plantae,Magnoliophyta,Monocots,Asparagales,Orchidaceae,Listera,,,,Plantae Magnoliophyta Monocots Asparagales Orchidaceae Listera,stortveblad,stortviblad,,5314276.0
636,636,Loeskypnum badium,messingmose,3,Loeskypnum badium,,64566,104606,Loeskypnum badium,(Hartm.) H.K.G.Paul,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Calliergonaceae,Loeskypnum,,,,Plantae Bryophyta Bryopsida Hypnales Calliergonaceae Loeskypnum,messingmose,massingmose,,2681643.0
637,637,Lolium perenne,raigras,2,Lolium perenne,,60051,100091,Lolium perenne,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Lolium,,,,Plantae Magnoliophyta Monocots Poales Poaceae Lolium,raigras,raigras,,2706241.0
638,638,Lonicera periclymenum,vivendel,1,Lonicera periclymenum,,61677,101717,Lonicera periclymenum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Dipsacales,Caprifoliaceae,Lonicera,,,,Plantae Magnoliophyta Eudicots Dipsacales Caprifoliaceae Lonicera,vivendel,vivendel,,5334277.0
639,639,Lonicera xylosteum,leddved,1,Lonicera xylosteum,,61679,101719,Lonicera xylosteum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Dipsacales,Caprifoliaceae,Lonicera,,,,Plantae Magnoliophyta Eudicots Dipsacales Caprifoliaceae Lonicera,leddved,leddved,,5334259.0
640,640,Lophocolea heterophylla,stubbeblonde,1,Lophocolea heterophylla,,65133,105173,Lophocolea heterophylla,(Schrad.) Dumort.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Geocalycaceae,Lophocolea,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Geocalycaceae Lophocolea,stubbeblonde,stubbeblonde,,4276912.0
641,641,Lophozia obtusa,buttflik,2,Lophozia obtusa,,65278,105318,Lophozia obtusa,(Lindb.) A.Evans,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Lophozia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Lophoziaceae Lophozia,buttflik,buttflik,,4277312.0
642,642,Lophozia sudetica,rødflik,7,Lophozia sudetica,,65287,105327,Lophozia sudetica,(Nees ex Huebener) Grolle,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Lophozia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Lophoziaceae Lophozia,rødflik,raudflik,,4277287.0
643,643,Lophozia ventricosa,grokornflik,1,Lophozia ventricosa,,65288,105328,Lophozia ventricosa,(Dicks.) Dumort.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Lophozia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Lophoziaceae Lophozia,grokornflik,grokornflik,,2689212.0
644,644,Lophozia wenzelii,skeiflik,1,Lophozia wenzelii,,65289,105329,Lophozia wenzelii,(Nees) Steph.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Lophozia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Lophoziaceae Lophozia,skeiflik,skeiflik,,2689210.0
645,645,Lotus corniculatus,tiriltunge,34,Lotus corniculatus,,61929,101969,Lotus corniculatus,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Lotus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Lotus,tiriltunge,tiriltunge,,5357013.0
646,646,Lupinus polyphyllus,hagelupin,1,Lupinus polyphyllus,,61942,101982,Lupinus polyphyllus,Lindl.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Lupinus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Lupinus,hagelupin,hagelupin,,2964355.0
647,647,Luzula arcuata,buefrytle,5,Luzula arcuata,,134236,99842,Luzula arcuata,(Wahlenb.) Sw.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula,buefrytle,bogefrytle,,2700785.0
648,648,Luzula campestris,markfrytle,4,Luzula campestris,,134243,99843,Luzula campestris,(L.) DC.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula,markfrytle,markfrytle,,2700828.0
649,649,Luzula confusa,vardefrytle,3,Luzula confusa,,134247,99844,Luzula confusa,Lindeb.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula,vardefrytle,vardefrytle,,2700726.0
650,650,Luzula multiflora,bakkefrytle,16,Luzula multiflora,,144468,99848,Luzula multiflora,(Ehrh.) Lej.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula,bakkefrytle,bakkefrytle,,2700934.0
651,651,Luzula multiflora ssp. frigida,seterfrytle,1,Luzula multiflora frigida,,144474,99849,Luzula multiflora frigida,(Buchenau) V.I.Krecz.,subspecies,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula Luzula multiflora,seterfrytle,seterfrytle,,6449159.0
652,652,Luzula nivalis,snøfrytle,2,Luzula nivalis,,134278,99851,Luzula nivalis,(Laest.) Spreng.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula,snøfrytle,snøfrytle,,2700680.0
653,653,Luzula pilosa,hårfrytle,12,Luzula pilosa,,134290,99855,Luzula pilosa,(L.) Willd.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula,hårfrytle,hårfrytle,,2700736.0
654,654,Luzula spicata,aksfrytle,19,Luzula spicata,,134293,99856,Luzula spicata,(L.) DC.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula,aksfrytle,aksfrytle,,2700795.0
655,655,Luzula sylvatica,storfrytle,4,Luzula sylvatica,,134300,99858,Luzula sylvatica,(Huds.) Gaudin,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula,storfrytle,storfrytle,,2700859.0
656,656,Lychnis flos-cuculi,hanekam,2,Lychnis flos-cuculi,,134309,101514,Lychnis flos-cuculi,L.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Lychnis,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Lychnis,hanekam,hanekam,,3085873.0
657,657,Lycopodium annotinum,stri kråkefot,2,Lycopodium annotinum,,63814,103854,Lycopodium annotinum,L.,species,,,Plantae,Pteridophyta,Lycopsida,Lycopodiales,Lycopodiaceae,Lycopodium,,,,Plantae Pteridophyta Lycopsida Lycopodiales Lycopodiaceae Lycopodium,stri kråkefot,stri kråkefot,,2688369.0
658,658,Lycopodium clavatum,myk kråkefot,3,Lycopodium clavatum,,63817,103857,Lycopodium clavatum,L.,species,,,Plantae,Pteridophyta,Lycopsida,Lycopodiales,Lycopodiaceae,Lycopodium,,,,Plantae Pteridophyta Lycopsida Lycopodiales Lycopodiaceae Lycopodium,myk kråkefot,mjuk kråkefot,,2688393.0
659,659,Lycopus europaeus,klourt,2,Lycopus europaeus,,62283,102323,Lycopus europaeus,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Lycopus,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Lycopus,klourt,klourt,,5341478.0
660,660,Lysimachia arvensis,nonsblom,1,Lysimachia arvensis,,134344,143501,Lysimachia arvensis,(L.) U.Manns & Anderb.,species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Primulaceae,Lysimachia,,,,Plantae Magnoliophyta Eudicots Ericales Primulaceae Lysimachia,nonsblom,nonsblom,,8184903.0
661,661,Lysimachia europaea,skogstjerne,34,Lysimachia europaea,,145284,143502,Lysimachia europaea,(L.) U.Manns & Anderb.,species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Primulaceae,Lysimachia,,,,Plantae Magnoliophyta Eudicots Ericales Primulaceae Lysimachia,skogstjerne,skogstjerne,,8272844.0
662,662,Lysimachia maritima,strandkryp,8,Lysimachia maritima,,134353,143504,Lysimachia maritima,"(L.) Galasso, Banfi & Soldano",species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Primulaceae,Lysimachia,,,,Plantae Magnoliophyta Eudicots Ericales Primulaceae Lysimachia,strandkryp,strandkryp,,4007442.0
663,663,Lysimachia thyrsiflora,gulldusk,4,Lysimachia thyrsiflora,,134355,101845,Lysimachia thyrsiflora,L.,species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Primulaceae,Lysimachia,,,,Plantae Magnoliophyta Eudicots Ericales Primulaceae Lysimachia,gulldusk,gulldusk,,3169358.0
664,664,Lysimachia vulgaris,fredløs,5,Lysimachia vulgaris,,61806,101846,Lysimachia vulgaris,L.,species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Primulaceae,Lysimachia,,,,Plantae Magnoliophyta Eudicots Ericales Primulaceae Lysimachia,fredløs,fredlaus,,3169386.0
665,665,Lythrum portula,vasskryp,1,Lythrum portula,,134360,102817,Lythrum portula,(L.) D.A.Webb,species,,,Plantae,Magnoliophyta,Eudicots,Myrtales,Lythraceae,Lythrum,,,,Plantae Magnoliophyta Eudicots Myrtales Lythraceae Lythrum,vasskryp,vasskryp,,3188743.0
666,666,Lythrum salicaria,kattehale,5,Lythrum salicaria,,62778,102818,Lythrum salicaria,L.,species,,,Plantae,Magnoliophyta,Eudicots,Myrtales,Lythraceae,Lythrum,,,,Plantae Magnoliophyta Eudicots Myrtales Lythraceae Lythrum,kattehale,kattehale,,3188736.0
667,667,Maianthemum bifolium,maiblom,9,Maianthemum bifolium,,134363,99554,Maianthemum bifolium,(L.) F.W.Schmidt,species,,,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Maianthemum,,,,Plantae Magnoliophyta Monocots Asparagales Asparagaceae Maianthemum,maiblom,maiblom,,2769317.0
668,668,Marsupella brevissima,snøhutremose,6,Marsupella brevissima,,65154,105194,Marsupella brevissima,(Dumort.) Grolle,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Marsupella,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Gymnomitriaceae Marsupella,snøhutremose,snøhutremose,,4277076.0
669,669,Marsupella condensata,trinnhutremose,1,Marsupella condensata,,65155,105195,Marsupella condensata,(Ångstr. ex C.Hartm.) Kaal.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Marsupella,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Gymnomitriaceae Marsupella,trinnhutremose,trinnhutremose,,4277075.0
670,670,Marsupella sparsifolia,døkkhutremose,2,Marsupella sparsifolia,,65160,105200,Marsupella sparsifolia,(Lindb.) Dumort.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Marsupella,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Gymnomitriaceae Marsupella,døkkhutremose,døkkhutremose,,4277081.0
671,671,Matteuccia struthiopteris,strutseving,2,Matteuccia struthiopteris,,144572,103939,Matteuccia struthiopteris,(L.) Tod.,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Onocleaceae,Matteuccia,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Onocleaceae Matteuccia,strutseving,strutsveng,,2650999.0
672,672,Meesia triquetra,skruesvanemose,2,Meesia triquetra,,65002,105042,Meesia triquetra,(L. ex Jolycl.) Ångstr.,species,,,Plantae,Bryophyta,Bryopsida,Splachnales,Meesiaceae,Meesia,,,,Plantae Bryophyta Bryopsida Splachnales Meesiaceae Meesia,skruesvanemose,skruesvanemose,,5282426.0
673,673,Meesia uliginosa,nervesvanemose,2,Meesia uliginosa,,65003,105043,Meesia uliginosa,Hedw.,species,,,Plantae,Bryophyta,Bryopsida,Splachnales,Meesiaceae,Meesia,,,,Plantae Bryophyta Bryopsida Splachnales Meesiaceae Meesia,nervesvanemose,nervesvanemose,,5282428.0
674,674,Melampyrum pratense,stormarimjelle,18,Melampyrum pratense,,62399,102439,Melampyrum pratense,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Orobanchaceae,Melampyrum,,,,Plantae Magnoliophyta Eudicots Lamiales Orobanchaceae Melampyrum,stormarimjelle,stormarimjelle,,7331652.0
675,675,Melampyrum sylvaticum,småmarimjelle,13,Melampyrum sylvaticum,,160604,102440,Melampyrum sylvaticum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Orobanchaceae,Melampyrum,,,,Plantae Magnoliophyta Eudicots Lamiales Orobanchaceae Melampyrum,småmarimjelle,småmarimjelle,,7331633.0
676,676,Melanelia hepatizon,svartberglav,3,Melanelia hepatizon,,47893,71920,Melanelia hepatizon,(Ach.) Thell,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Melanelia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Melanelia,svartberglav,,,2603707.0
677,677,Melanohalea infumata,rimkrinslav,1,Melanohalea infumata,,47916,71943,Melanohalea infumata,(Nyl.) O. Blanco et al.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Melanohalea,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Melanohalea,rimkrinslav,,,2605316.0
678,678,Melica nutans,hengeaks,12,Melica nutans,,60058,100098,Melica nutans,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Melica,,,,Plantae Magnoliophyta Monocots Poales Poaceae Melica,hengeaks,hengjeaks,,4118973.0
679,679,Melilotus albus,hvitsteinkløver,3,Melilotus albus,,134430,101997,Melilotus albus,Medik.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Melilotus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Melilotus,hvitsteinkløver,kvitsteinkløver,,2971095.0
680,680,Melilotus altissimus,strandsteinkløver,1,Melilotus altissimus,,134433,101998,Melilotus altissimus,Thuill.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Melilotus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Melilotus,strandsteinkløver,strandsteinkløver,,2971042.0
681,681,Menegazzia terebrata,skoddelav,3,Menegazzia terebrata,,47959,71986,Menegazzia terebrata,(Hoffm.) Massal.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Menegazzia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Menegazzia,skoddelav,,,2603661.0
682,682,Mentha arvensis,åkermynte,10,Mentha arvensis,,144484,102330,Mentha arvensis,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Mentha,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Mentha,åkermynte,åkermynte,,2927192.0
683,683,Menyanthes trifoliata,bukkeblad,6,Menyanthes trifoliata,,60929,100969,Menyanthes trifoliata,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Menyanthaceae,Menyanthes,,,,Plantae Magnoliophyta Eudicots Asterales Menyanthaceae Menyanthes,bukkeblad,bukkeblad,,5341511.0
684,684,Mertensia maritima,østersurt,1,Mertensia maritima,,134488,101014,Mertensia maritima,(L.) Gray,species,,,Plantae,Magnoliophyta,Eudicots,Boraginales,Boraginaceae,Mertensia,,,,Plantae Magnoliophyta Eudicots Boraginales Boraginaceae Mertensia,østersurt,østersurt,,5341246.0
685,685,Metzgeria furcata,gulband,1,Metzgeria furcata,,65457,105497,Metzgeria furcata,(L.) Dumort.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Metzgeriaceae,Metzgeria,,,,Plantae Marchantiophyta Jungermanniopsida Metzgeriales Metzgeriaceae Metzgeria,gulband,gulband,,5710219.0
686,686,Micranthes nivalis,snøsildre,4,Micranthes nivalis,,63600,103640,Micranthes nivalis,(L.) Small,species,,,Plantae,Magnoliophyta,Eudicots,Saxifragales,Saxifragaceae,Micranthes,,,,Plantae Magnoliophyta Eudicots Saxifragales Saxifragaceae Micranthes,snøsildre,snøsildre,,5939583.0
687,687,Micranthes stellaris,stjernesildre,14,Micranthes stellaris,,63601,103641,Micranthes stellaris,"(L.) Galasso, Banfi & Soldano",species,,,Plantae,Magnoliophyta,Eudicots,Saxifragales,Saxifragaceae,Micranthes,,,,Plantae Magnoliophyta Eudicots Saxifragales Saxifragaceae Micranthes,stjernesildre,stjernesildre,,5567578.0
688,688,Micranthes tenuis,grannsildre,3,Micranthes tenuis,,134572,103642,Micranthes tenuis,(Wahlenb.) Small,species,,,Plantae,Magnoliophyta,Eudicots,Saxifragales,Saxifragaceae,Micranthes,,,,Plantae Magnoliophyta Eudicots Saxifragales Saxifragaceae Micranthes,grannsildre,grannsildre,,5567575.0
689,689,Milium effusum,myskegras,6,Milium effusum,,60061,100101,Milium effusum,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Milium,,,,Plantae Magnoliophyta Monocots Poales Poaceae Milium,myskegras,myskegras,,2706196.0
690,690,Minuartia biflora,tuearve,8,Minuartia biflora,,134590,101516,Minuartia biflora,(L.) Schinz & Thell.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Minuartia,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Minuartia,tuearve,tuvearve,,3085555.0
691,691,Minuartia rossii,putearve,1,Minuartia rossii,,134616,101518,Minuartia rossii,(R.Br. ex Richardson) Graebn.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Minuartia,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Minuartia,putearve,putearve,,3085593.0
