elementarySegment_id|language_id|key|value
SM.c|nb|Kriterium|< 5 km2 eller middeldybde < 15 m
SM.d|en|<class>|small and rather deep water body
SM.d|en|<description>|moderate environmental variability [unlayered, relatively deep, small to medium-sized body of water; so deep that rooted aquatic plants can not grow all over the bottom]
SM.d|en|Criterium|<5 km2 and maximum depth> 5 m
SM.d|nb|<class>|liten og temmelig dyp vannforekomst
SM.d|nb|<description>|moderat miljøvariabilitet [usjiktet, relativt dyp, liten–middels stor vannforekomst; så dyp at rotfaste vannplanter ikke kan vokse over hele bunnen]
SM.d|nb|Kriterium|< 5 km2 og største dybde > 5 m
SM.ef|en|<class>|small and shallow water body
SM.ef|en|<description>|significant environmental variability [unlayered, shallow water body; so reason that aquatic plants can grow all over the bottom;]
SM.ef|en|Criterium|<5 km2 and maximum depth <(3–) 5 m
SM.ef|nb|<class>|liten og grunn vannforekomst
SM.ef|nb|<description>|betydelig miljøvariabilitet [usjiktet, grunn vannforekomst; så grunn at vannplanter kan vokse over hele bunnen;]
SM.ef|nb|Kriterium|< 5 km2 og største dybde < (3–)5 m
SM.g|en|<class>|pond
SM.g|en|<description>|great environmental variability [pond; layered, shallow, small body of water; so reason that aquatic plants can grow all over the bottom]
SM.g|en|Criterium|<2 500 m2 and maximum depth <3 m
SM.g|nb|<class>|dam
SM.g|nb|<description>|stor miljøvariabilitet [dam; usjiktet, grunn, liten vannforekomst; så grunn at vannplanter kan vokse over hele bunnen]
SM.g|nb|Kriterium|< 2 500 m2 og største dybde < 3 m
SM.h|en|<class>|slop
SM.h|en|<description>|very high environmental variability [puddle; ground, small body of water that does not dry out or freeze to the bottom]
SM.h|en|Criterium|<100 m2 and maximum depth <2 m
SM.h|nb|<class>|pytt
SM.h|nb|<description>|svært stor miljøvariabilitet [pytt; grunn, liten vannforekomst som ikke tørker ut eller bunnfryser]
SM.h|nb|Kriterium|< 100 m2 og største dybde < 2 m
SM.i|en|<class>|small puddle
SM.i|en|<description>|extreme environmental variability [small puddle; small and very shallow water body, but which still never dries out and / or freezes to the bottom
SM.i|en|Criterium|<10 m2 and maximum depth <1 m
SM.i|nb|<class>|liten pytt
SM.i|nb|<description>|ekstrem miljøvariabilitet [liten pytt; liten og svært grunn vannforekomst, men som likevel aldri tørker ut og/eller bunnfryser
SM.i|nb|Kriterium|< 10 m2 og største dybde < 1 m
SM.¤|en|<class>|temporary puddle
SM.¤|en|<description>|extreme environmental variability [small puddle; small and very shallow water body that dries out in periods (note that to be categorized as a water body, the bottom must be water covered at least 50% of the time) and / or bottom freezer; usually <10 m2 and maximum depth <1 m]
SM.¤|nb|<class>|temporær pyttekstrem miljøvariabilitet [liten pytt; liten og svært grunn vannforekomst som tørker ut i perioder (merk at for å kategoriseres som vannforekomst må bunnen være vanndekket minst 50 % av tida) og/eller bunnfryser; vanligvis < 10 m2 og største dybde < 1 m]
SM.¤|nb|<description>|desc_nb
SP.0|en|<class>|grazing
SP.0|en|<description>|characterized by grazing as the dominant form of claim
SP.0|nb|<class>|beitepreget
SP.0|nb|<description>|preget av beite som dominerende hevdform
SP.a|en|<class>|mowing
SP.a|en|<description>|characterized by beaten as the dominant form of assertion
SP.a|nb|<class>|slåttepreget
SP.a|nb|<description>|preget av slått som dominerende hevdform
SS.0|en|<class>|sand-dominated spring belt bottom
SS.0|en|<description>|non-stabilized sandy bottom in the water beach belt (hydrolitoral belt)
SS.0|nb|<class>|sanddominert fjærebeltebunn
SS.0|nb|<description>|ikke-stabilisert sandbunn i vannstrandbeltet (hydrolitoral-beltet)
SS.a|en|<class>|sandy beach
SS.a|en|<description>|non-stabilized sandy soil in the land beach belt (geolitoral belt); vegetation-free or with few species communities dominated by melde species (Atriplex spp.), beach radish (Cakile maritima) or beach heritage (Honckenya peploides)
SS.a|nb|<class>|sandforstrand
SS.a|nb|<description>|ikke-stabilisert sandmark i landstrandbeltet (geolitoralbeltet); vegetasjonsfritt eller med få-artssamfunn dominert av melde-arter (Atriplex spp.), strandreddik (Cakile maritima) eller strandarve (Honckenya peploides)
SS.b|en|<class>|pre-dune
SS.b|en|<description>|non-stabilized sandfield in the supralitoral belt, with strong sand movement and precursors to dune formation; vegetation-free or with few species communities dominated by shore herb (Honckenya peploides), shore rye (Leymus arenarius) or shore quail (Elytrigia juncea); = embryonaldyne
SS.b|nb|<class>|fordyne
SS.b|nb|<description>|ikke-stabilisert sandmark i supralitoralbeltet, med sterk sandbevegelse og forstadier til dynedannelse; vegetasjonsfritt eller med få-artssamfunn dominert av strandarve (Honckenya peploides), strandrug (Leymus arenarius) eller strandkveke (Elytrigia juncea); = embryonaldyne
SS.c|en|<class>|primary dune
SS.c|en|<description>|non-stabilized sand field in the epilitoral belt, with strong sand movement and strong dune formation, but the dunes are unstable and move; the outermost high dunes are primary dunes; bogs and lichen are missing, the sand dries out quickly and no humus formation takes place; typically with few species communities dominated by sand-binding grasses such as mare straw (Ammophila arenaria) and beach rye (Leymus arenarius)
SS.c|nb|<class>|primærdyne
SS.c|nb|<description>|ikke-stabilisert sandmark i epilitoralbeltet, med sterk sandbevegelse og sterk sanddynedannelse, men dynene er ustabile og flytter seg; de ytterste høye sanddynene er primærdyner; moser og lav mangler, sanda tørker raskt ut og ingen humusdannelse finner sted; typisk med få-artssamfunn dominert av sandbindende gras som marehalm (Ammophila arenaria) og strandrug (Leymus arenarius)
SS.d|en|<class>|white dune
SS.d|en|<description>|incipient stabilization of the sand, but bare, non-stabilized sand dominates; fields colonized to a greater or lesser extent by large grass species that can withstand sanding and drought; bogs and lichen are missing; unstable dune
SS.d|nb|<class>|kvit dyne
SS.d|nb|<description>|begynnende stabilisering av sanda, men naken, ikke-stabilisert sand dominerer; marka i større eller mindre grad kolonisert av storvokste grasarter som tåler oversanding og tørke; moser og lav mangler; = ustabil dyne
SS.ef|en|<class>|gray dune
SS.ef|en|<description>|sand more or less stabilized, dominance of low-growing grasses and herbs; spotted overgrown with mosses and lichens; stabilized dune
SS.ef|nb|<class>|grå dyne
SS.ef|nb|<description>|sand mer eller mindre stabilisert, dominans av lavvokste grasarter og urter; flekkvis bevokst med moser og lav; = stabilisert dyne
SS.gh|en|<class>|brown dune
SS.gh|en|<description>|stabilized sand, incipient soil formation; closed, meadow-like vegetation that may have closed bottom layer dominated by mosses and lichens; = established dune
SS.gh|nb|<class>|brun dyne
SS.gh|nb|<description>|stabilisert sand, begynnende jordsmonndannelse; sluttet, engpreget vegetasjon som kan ha sluttet bunnsjikt dominert av moser og lav; = etablert dyne 
SS.i|en|<class>|dune moor
SS.i|en|<description>|stabilized moor, often with well-developed humus layer, dominated by heather species such as cress (Empetrum nigrum) and heather (Calluna vulgaris).
SS.i|nb|<class>|dynehei
SS.i|nb|<description>|stabilisert hei, ofte med velutviklet humuslag, dominert av lyngarter som krekling (Empetrum nigrum) og røsslyng (Calluna vulgaris).
SS.j|en|<class>|dune woodland
SS.j|en|<description>|forest land above and within open dune land, with patches of bare sand and a species composition that still contains species typical of dune land
SS.j|nb|<class>|dyneskogsmark
SS.j|nb|<description>|skogsmark ovenfor og innenfor åpen sanddynemark, med flekker av naken sand og en artssammensetning som fortsatt inneholder arter typisk for sanddynemarka
SS.k|en|<class>|sandy woodland
SS.k|en|<description>|woodland on sandy soils, without or with patches of bare sand, and a species composition that is observably different from the species composition in comparable solid woodland on unsorted substrates
SS.k|nb|<class>|sandskogsmark
SS.k|nb|<description>|skogsmark på sandgrunn, uten eller med flekker av naken sand, og en artssammensetning som er observerbart forskjellig fra artssammensetningen i sammenliknbar fastmarksskogsmark på usorterte substrater
SS.+|en|<class>|normal solid-ground woodland
SS.+|en|<description>|solid woodland with such a thick and stable humus layer that sand-dominated loose material cover does not have a visible effect in the species composition
SS.+|nb|<class>|normal fastmarks-skogsmark
SS.+|nb|<description>|fastmarksskogsmark med så tjukt og stabilt humuslag at sanddominert løsmassedekke ikke gir seg synlig utslag i artssammensetningen
UF.a|en|<class>|fresh
UF.a|nb|<description>|frisk
UF.b|en|<class>|pretty fresh
UF.b|nb|<description>|temmelig frisk
UF.c|en|<class>|a little fresh
UF.c|nb|<description>|litt frisk
UF.d|en|<class>|intermediate
UF.d|nb|<description>|intermediær
UF.e|en|<class>|slightly exposed to drought
UF.e|nb|<description>|litt tørkeutsatt
UF.f|en|<class>|fairly prone to drought
UF.f|nb|<description>|temmelig tørkeutsatt
UF.g|en|<class>|very prone to drought
UF.g|nb|<description>|svært tørkeutsatt
UF.h|en|<class>|extremely prone to drought
UF.h|nb|<description>|ekstremt tørkeutsatt
